!	AVD;NA;CARDA;ADJA;APPR;--;DIA;FM
!?	VMFIN;PPER;PG;VAFIN;VVPP;VVFIN
%.kleidet	VVIMP
digen	NA;VVFIN;VVINF
digende	VVPS
digente	VVPS;ADJS
digenter	ADJA
diget	VVFIN
digete	VVFIN
digeten	VVFIN
digitos	NA
digitus	NA
digna	ADJD
dignam	ADJA
dignetur	FM
dignitatem	NA
dignitatis	NA
dignum	ADJN
dignus	FM
diiudicaremus	FM
dilatata	FM
dile	NA
dilecti	FM
dilectio	NA;FM
dilectione	NA
dilectionem	NA
dilectissimi	FM
dilecto	NA
dilectus	NA;ADJA;FM
dilexerimus	FM
dilexi	FM
dilexit	VVFIN
diligam	VVFIN
diligendo	FM
diligentia	NA
diligentiam	NA
diligentibus	FM
diligere	FM
diligis	VVFIN
diligit	FM
diligite	FM
dille	NA
dillen	NA
diluvio	FM
diluvium	FM
dimidii	ADJA
dimidios	ADJA
dimidium	ADJA;ADJN
dimitte	VVIMP;FM
dimittendi	FM
dimittimus	FM
dimittis	VVFIN
dinc	NA
dinchûs	NA
dinchûse	NA
dincliuten	NA
dincsetze	NA
dincstrît	NA
dincstuol	NA
dincstuole	NA
dincvlühtic	ADJD
dincvlühtigen	ADJA
dine	VVIMP;VVFIN;DPOSA
dinem	DPOSN
dinent	VVFIN
dinet	VVIMP;VVFIN
dineten	VVFIN
ding	NA
dinge	NA;VVFIN
dingelîche	ADJD;AVD
dingelîn	NA
dingen	VVINF;NA;VVIMP;VVFIN
dingenne	NA
dingent	VVFIN
dinger	NA
dinges	NA;AVD
dingest	VVFIN
dinget	VVFIN
dingete	VVFIN
dingeten	VVFIN
dingetes	VVFIN
dingn	NA
dingten	VVFIN
dinkel	NA
dinne	AVD
dinsen	VVINF
dinster	ADJD
dinstere	NA
dinstern	ADJA
dinsternisse	NA
dir	DDART;PPER;NA;PRF
dire	PPER
dirige	FM
diripisti	FM
dirr	DDA;DDS
dirre	DDA;DDN;DDS
dirren	DDA
dirrer	DDA
dis	DDART;DDA;DDS
discederent	FM
discernere	FM
disciplinam	NA
disciplîne	NA
discipuli	FM
discipulis	FM
discipulos	FM
discite	VVIMP;FM
discretio	NA
discretione	NA
discretionem	NA
dise	DDA;DDN;DDS
disehalben	AVD
disehalp	AVD
disem	DDA;DDN;DDS
diseme	DDA;DDN;DDS
disen	DDA;DDN;DDS
diser	DDA;DDS
disere	DDA;DDS
dises	DDA;DDS
disez	DDA;DDS
disiu	DDA;DDN;DDS
dispensiere	VVFIN
dispensâcien	NA
dispersit	FM
disponat	FM
disponit	FM
dispono	FM
disposuit	FM
disputantes	FM
disputazien	NA
disputieren	NA;VVINF
disputierent	VVFIN
disputieret	VVFIN
disputierete	VVFIN
disse	DDA;DDN;DDS
dissem	DDA
disseme	DDA
disseminasti	VVFIN
disseminatae	FM
dissen	DDA
disses	DDA;DDS
dissolvi	FM
dissolvit	VVFIN
dissît	APPR;AVD
dissîte	APPR
distel	NA
distele	NA
distelen	NA
disteln	NA
distincta	ADJA
distribuero	FM
distribuerunt	FM
distribui	VVFIN
disunt	APPR;AVD
dit	DDA;DDS
ditz	DDA;DDS
ditze	DDA;DDS
ditzes	DDA
ditzez	DDA
diu	DDART;NA;DDS;DRELS
diu wîle	KOUS
diube	NA
diuben	NA
diubenen	NA
diubic	ADJD;ADJA
diubigem	ADJA
diubigez	ADJA
diubinne	NA
diue	NA
diuersitate	FM
diuhe	VVIMP
diuhet	VVFIN
diuhte	VVFIN
diulich	ADJA
diulîche	ADJA
diulîcher	ADJA
diulîchiu	ADJA
diumuote	NA
diupstâl	NA
diuretica	ADJA
diurno	ADJN
dius	DDA
diuse	DDA
diuseme	DDA
diusen	DDA
diuser	DDA
diuster	ADJD
diustere	ADJA
diusternisse	NA
diusternissen	NA
diute	NA;VVFIN
diuten	VVINF;NA;VVFIN
diutent	VVFIN
diutente	VVPS
diutes	VVFIN
diutet	VVFIN
diutete	VVFIN
diutisch	NA;ADJA
diutische	ADJA;AVD;NA
diutischem	ADJA
diutischeme	ADJA
diutischen	ADJA;AVD;NA
diutischer	ADJA
diutisches	ADJA
diutischez	ADJA
diutischhêrre	NA
diutischiu	ADJA
diutischære	NA
diutnisse	NA
diutschlîcher	ADJA
diutunge	NA
diutæres	NA
diuw	NA
diuwe	NA
diuwen	NA
diuze	VVIMP
diuzet	VVFIN
diversis	ADJA
diversitate	FM
dives	FM
dividens	FM
dividitur	VVFIN
dividuntur	VVFIN
divina	ADJA;ADJN
divinae	ADJA
divini	ADJA
divinitas	NA;FM
divinitate	NA
divinitatem	NA
divinitatis	NA
divinitus	AVD
divisio	NA;FM
divitiarum	NA
divitias	NA
dixi	FM
dixit	VVFIN;FM
diz	DDART;DDA;DDS
dize	DDA
dizze	DDA;DDS
diête	NA
dnm	FM
dno	FM
do	FM
dobritzes	NA
docens	FM
doch	KOUS;AVD
dochie	AVD
doctores	NA
doctoribus	NA
doctorum	NA
doctrina	NA
doctrinae	NA
doctrinam	NA
doctrinis	NA
doene	NA
dogmatibus	NA
doh	KOUS;AVD
dol	NA
doldete	VVFIN
dole	NA;VVFIN
dolen	VVFIN;VVINF
dolent	VVFIN
dolenten	ADJS
dolentlich	ADJA
doles	VVFIN
dolet	VVIMP;VVFIN
dolete	VVFIN
doleten	VVFIN
doletest	VVFIN
dollîche	NA
dolor	NA
dolore	FM
dolorem	NA
dolores	FM
dolosa	FM
dolte	VVFIN
dolus	NA;FM
domello	FM
domicilia	NA
domina	NA;FM
dominancium	FM
dominantium	NA
dominationes	NA
dominationibus	NA
domine	NA;--;FM
domini	NA;FM
dominica	FM
dominicae	ADJA
domino	NA;FM
dominorum	FM
dominum	NA;FM
dominus	NA;FM
dominuse	NA
dominî	NA;FM
domo	NA
domum	NA;FM
domun	FM
domus	NA
don	NA
dona	NA
done	NA;VVFIN
donec	FM
donen	VVINF
donente	VVPS
doner	NA
donerblicke	NA
donerdiutige	--
donerdutiger	--
donere	NA
doneres	NA
donerestac	NA
donerestage	NA
donerestages	NA
donerestâs	NA
doneret	VVFIN
donerete	VVFIN
donerschal	NA
donerschuz	NA
donerslac	NA
donerslages	NA
donerslege	NA
donerstac	NA
donerstage	NA
donerstages	NA
donerstrâle	NA
dones	NA
donete	VVFIN
donimo	FM
donini	NA
donis	NA
dono	NA
donorum	NA
dorcon	FM
dorf	NA
dorfe	NA
dorfen	NA
dorfer	NA
dorfes	NA
dorfman	NA
dorfte	VMFIN
dorften	VMFIN
dorftes	VMFIN
dorfær	NA
dormender	NA
dormentere	NA
dormio	VVFIN
dormire	FM
dormito	VVFIN
dorn	NA
dornahe	NA
dornbusch	NA
dorne	NA
dornen	NA
dornenkrône	NA
dornic	ADJD
dornige	ADJA
dornouwe	NA
dorre	VVFIN
dorren	VVINF
dorrene	NA
dorrent	VVFIN
dorrente	VVPS
dorret	VVFIN
dorrete	VVFIN
dorreten	VVFIN
dort	PAVD;AVD
dotata	ADJA
dote	NA
dougen	VVINF;VVFIN
doume	NA
draben	NA;VVINF
drabete	VVFIN
drabeten	VVFIN
drachen	NA
dracones	FM
dranc	NA;VVFIN
drang	VVFIN
drange	NA
drangen	NA
drangent	VVFIN
drant	VVFIN
drasch	VVFIN
dremele	NA
drengen	VVINF
dreschen	VVINF
dreschent	VVFIN
dreschenten	ADJS
dreschunge	NA
dreschær	NA
driew	VVFIN
drilich	ADJD;ADJA
drilîche	ADJD
drin	CARDN;CARDA
drinc	VVIMP
dringe	VVIMP
dringen	VVFIN;VVINF
dringent	VVFIN
dringet	VVFIN
drischûvel	NA
drit	ADJS;ADJA
dritehalbe	ADJA
dritehalben	ADJS
dritehalp	ADJA
driteil	NA
drithalbez	ADJS
drithalp	ADJD;ADJA
dritte	ADJA;ADJS;ADJD
drittehalbe	ADJA
drittehalbem	ADJA
drittehalben	ADJA
drittehalp	ADJA
dritteil	NA
dritteile	NA
dritteiles	NA
drittem	ADJS;ADJA
dritteme	ADJS;ADJA
dritten	ADJS;ADJA
dritter	ADJA
drittes	ADJA
dritteweide	AVD
drittiu	ADJA
drittteil	NA
driu	CARDS;CARDN;CARDA;CARDD
driuzehen	CARDA
driuzien	CARDA
driuziendehalp	ADJA
driuziene	CARDA
driuzên	CARDA
droute	VVFIN
drouwe	NA
drouwelîche	AVD
drouwen	NA;VVINF
drouwete	VVFIN
drouwte	VVFIN
drouwten	VVFIN
drozze	NA
drozzen	NA
druc	NA
druchtent	VVFIN
drucke	NA
druhte	VVFIN
druhten	VVFIN
drukte	VVFIN
drukten	VVFIN
drum	NA
drume	NA
drumen	NA;VVINF
drumet	VVFIN
drungen	VVFIN
druose	NA
drusene	NA
drâhe	AVD
drâher	AVD
drâs	NA
drâst	NA
drâte	AVD
dræhen	NA
dræhent	VVFIN
dræhete	VVFIN
dræhsel	NA
dræjete	VVFIN
dræte	ADJA;NA;ADJD
dræten	ADJA
dræter	ADJD;ADJA
drî	NA;CARDS;CARDN;CARDA;CARDD
drîbenemmede	NA
drîe	NA;CARDS;CARDN;CARDA
drîecke	ADJD
drîeckehte	ADJA
drîeggeht	ADJD
drîeggehter	ADJA
drîen	CARDS;NA;CARDN;CARDA
drîer	CARDS;CARDA;CARDD
drîere	CARDS;CARDA
drîes	AVD
drîet	VVFIN
drîformelîche	AVD
drîgenennede	NA
drîheit	NA
drîn	NA;CARDS;CARDN;CARDA;CARDD
drînemmede	NA
drînisse	NA
drînusse	NA
drîr	CARDA
drîrleige	ADJA
drîsinnic	ADJD
drîspitz	NA
drîu	CARDA
drîvalt	NA;ADJD;AVD
drîvalte	NA;ADJA
drîvalten	ADJD;ADJA
drîvalter	ADJA
drîvaltic	ADJN;ADJA;ADJD
drîvalticheit	NA
drîvalticheite	NA
drîvalticlîchen	AVD
drîvaltige	ADJA
drîvaltigen	ADJA
drîvaltiger	ADJA
drîvaltigiu	ADJA
drîvelticheit	NA
drîvelticheite	NA
drîvuoz	NA
drîweide	AVD
drîzehen	CARDA
drîzehende	ADJS;ADJA
drîzehendeme	ADJA
drîzehenden	ADJA
drîzehene	CARDS
drîzehenen	CARDA
drîzic	CARDS;CARDN;CARDA
drîzicjæric	ADJD
drîzicjærigen	ADJA
drîzicvaltez	ADJA
drîzicvaltigez	ADJA
drîzien	CARDA
drîziende	ADJA
drîziendeme	ADJA
drîziestem	ADJA
drîzige	CARDA
drîzigen	CARDA
drîzigest	ADJS
drîzigeste	ADJS;ADJA
drîzigestem	ADJA
drîzigesteme	ADJA
drîzigesten	ADJS;ADJA
drîzuc	CARDA
drîzên	CARDA
drîzênde	ADJD;ADJA
drîzênden	ADJA
drîzêndesteme	ADJA
drîzênen	CARDA
drîzîgeste	ADJA
drîzîr	CARDA
drô	NA
drôwe	NA
drôz	VVFIN
dröute	VVFIN
dröuwe	NA;VVFIN
dröuwen	NA;VVFIN;VVINF
dröuwene	NA
dröuwenne	NA
dröuwent	VVFIN
dröuwente	VVPS
dröuwest	VVFIN
dröuwet	VVFIN
dröuwete	VVFIN
dröuweten	VVFIN
dröuwunge	NA
drûch	NA
drûhen	NA
drücke	VVIMP;VVFIN
drücken	NA;VVFIN;VVINF
drückent	VVFIN
drückente	VVPS
drückenten	ADJS
drücket	VVFIN
drückete	VVFIN
drünge	VVFIN
drüngen	VVFIN
drüzzelbein	NA
du	PPER
duabus	CARDA
duae	FM
duc	FM
ducetur	VVFIN;FM
ducit	VVFIN;FM
ductus	FM
due	FM
duhte	VVFIN
dulcedine	NA
dulcedinem	NA
dulcedinis	NA;FM
dulcis	ADJA;FM
dulcissimi	ADJA
dulden	VVFIN
duldent	VVFIN
dult	NA;VVIMP
dulte	NA;VVIMP;VVFIN
dultec	ADJD
dulten	VVINF;NA;VVFIN
dultende	NA
dultenne	NA
dultent	VVFIN
dultente	VVPS
dultenten	ADJS
dultet	VVFIN
dultic	ADJD
dulticlich	ADJD
dulticlîche	AVD
dulticlîchen	AVD
dultigen	ADJA
dultungen	NA
dum	FM
dunke	VVFIN
dunken	VVINF;VVFIN
dunkende	VVPS
dunkent	VVFIN
dunkest	VVFIN
dunket	VVFIN
dunsen	VVFIN
dunst	NA
dunste	NA
duo	KOUS;AVD;CARDA;FM
duodecim	CARDA;FM
duodenarius	FM
duorum	CARDA
dupla	FM
duplicato	FM
duplicem	ADJA
duplicitatis	NA
durch	PAVAP;APPR;PTKVZ;AVD
durch daz	KOUS
durchboren	VVINF
durchbrach	VVFIN
durchbrante	VVFIN
durchbrast	VVFIN
durchbrechen	VVINF
durchbrochen	VVPP
durchbrâchen	VVFIN
durchbîzent	VVFIN
durchbûwet	VVIMP
durchdringen	VVINF
durchdrungen	VVFIN
durchdwiret	VVFIN
durchgange	NA
durchgangen	VVPP
durchgeit	VVFIN
durchgiengen	VVFIN
durchgiuz	VVIMP
durchgluot	VVPP
durchgozzen	VVPP
durchgraben	VVINF;VVPP
durchgrabent	VVFIN
durchgrunden	VVINF
durchgruoben	VVFIN
durchgræte	ADJD
durchgründen	VVINF
durchguot	ADJD
durchgân	VVINF;VVPP
durchgânden	ADJS
durchgêenten	ADJS
durchgên	VVINF
durchgênt	VVFIN
durchgêt	VVFIN
durchhiewen	VVFIN
durchhitzen	VVINF
durchliehte	ADJA
durchliuhtic	ADJN;ADJD;ADJA
durchliuhtige	ADJA
durchliuhtigen	ADJA
durchliuhtiger	ADJA
durchloufen	VVINF
durchlûhte	VVFIN
durchlûter	ADJD
durchmerkes	VVFIN
durchnehten	ADJA
durchnehtic	ADJD
durchnehticlîchen	AVD
durchnehtige	ADJA
durchnehtigem	ADJA
durchreinigen	VVINF
durchreit	VVFIN
durchrite	VVFIN
durchriten	VVPP
durchrunnen	VVFIN
durchsagen	VVINF
durchschein	VVFIN
durchschillet	VVFIN
durchschoene	ADJD
durchschoenen	ADJA
durchschouwen	VVINF
durchschouwic	ADJD
durchschozzen	VVPP
durchschîne	NA
durchsehen	VVINF
durchsihet	VVFIN
durchsihtic	ADJA;ADJD;ADJN
durchslagen	ADJD;VVPP
durchslahte	NA
durchslân	VVINF
durchslæhte	NA
durchsneit	VVFIN
durchsnîden	VVINF
durchsoten	VVPP
durchsotene	ADJA
durchsotenez	VVPP
durchsotenezz	ADJA
durchsoteniu	ADJA
durchspitzic	ADJD
durchstach	VVFIN
durchstechen	VVINF
durchstiezen	VVFIN
durchstochen	ADJN;ADJA;VVPP
durchstreich	VVFIN
durchstrîchen	VVINF
durchstrîchent	VVFIN
durchstâchen	VVFIN
durchstæche	VVFIN
durchsuochet	VVFIN
durchsuochte	VVFIN
durchtriben	VVPP
durchtrunken	ADJA
durchtân	ADJD
durchvaht	VVFIN
durchvar	VVFIN
durchvare	VVFIN
durchvaren	VVINF;VVPP
durchvarente	VVPS
durchvarn	VVPP
durchvart	NA
durchvehten	VVINF
durchveret	VVFIN
durchvert	VVFIN
durchverte	NA
durchvertic	ADJD
durchvertigez	ADJA
durchviuret	VVFIN
durchvliezen	VVINF
durchvlozzen	VVPP
durchvrô	ADJD
durchvuor	VVFIN
durchvuore	VVFIN
durchvuoren	VVFIN
durchvüere	VVFIN
durchwahsen	VVPP
durchwallent	VVFIN
durchwanderte	VVFIN
durchwuot	VVFIN
durchwæje	VVIMP
durchziehen	VVINF
durchâzen	VVFIN
durchæhte	NA
durchæhten	VVFIN
durchæhtente	VVPS
durchæhter	NA
durchæhtet	VVPP
durchæhtunge	NA
dure	APPR
durf	NA
durfe	VMFIN
durfen	VMFIN
durfent	VMFIN
durfest	VMFIN
durfet	VMFIN
durft	ADJA;NA;ADJD
durfte	NA
durften	NA
durftige	ADJA
durftigen	ADJA
durh	PAVAP;APPR;AVD
durh daz	KOUS
durhboret	VVPP
durhe	APPR
durhliuhte	ADJA
durhliuhten	ADJA
durhliuhtet	VVFIN;VVPP
durhliuhtic	ADJA
durhliuhticlîchen	AVD
durhlöufet	VVFIN
durhmerkente	VVPS
durhnahtlîchen	AVD
durhnehte	ADJA;AVD;NA;ADJD
durhnehtelîche	AVD
durhnehtelîchen	AVD
durhnehtem	ADJA
durhnehten	ADJA
durhnehtere	ADJA
durhnehtest	ADJD
durhnehtic	ADJD;ADJA
durhnehticheit	NA
durhnehticheite	NA
durhnehticlîche	AVD
durhnehticlîchen	AVD
durhnehticlîcher	ADJA;AVD
durhnehtige	ADJA
durhnehtigem	ADJA
durhnehtigeme	ADJA
durhnehtigen	ADJA
durhnehtiger	ADJA
durhnehtiges	ADJA
durhnehtiu	ADJA
durhnehtkeite	NA
durhpolieret	VVPP
durhreit	VVFIN
durhstecket	VVPP
durhverticheit	NA
durhæhtunge	NA
durnehte	NA;ADJD;ADJA;AVD
durnehtelîche	AVD
durnehtelîchen	AVD
durnehtelîchheit	NA
durnehter	ADJA
durnehteste	ADJA
durnehtesten	ADJA
durnehticlîcher	ADJA
durnehtige	NA;ADJD
durnehtigen	ADJA
durnehtiger	ADJD;ADJA
durnehtigere	ADJA
durnehtlîche	AVD
durnehtlîchen	AVD
durnekrône	NA
durnohtige	ADJA
durnohtlîche	AVD
durst	NA
durste	NA;VVFIN
durstes	NA
durstic	ADJD;ADJA
durstigen	ADJA
dus	AVD
dusgetâne	ADJA
dusgetânen	ADJA
dutzen	VVINF
dux	NA
duz	NA
duzzen	VVFIN
dvm	FM
dwach	VVIMP
dwahe	VVFIN
dwahen	VVFIN;VVINF
dwahest	VVFIN
dwanc	VVFIN
dwangsal	NA
dwehel	NA
dwehele	NA
dwehelen	NA
dweheln	NA
dwehet	VVFIN
dwerehes	AVD
dwerhes	AVD
dwinc	VVIMP
dwinge	NA;VVIMP;VVFIN
dwingen	VVFIN;VVINF
dwingent	VVFIN
dwingente	VVPS
dwinges	VVFIN
dwinget	VVIMP;VVFIN
dwungen	VVFIN
dwuoc	VVFIN
dwuoge	VVFIN
dwuogen	VVFIN
dwân	VVFIN;VVINF
dwânne	NA
dwâst	VVFIN
dwælen	NA
dwüege	VVFIN
dwünge	VVFIN
dyaconi	FM
dyaconorum	FM
dâ	PAVD;KOUS;PAVAP;KO*;AVD;--
dâhte	VVFIN
dâhten	VVFIN
dâhtent	VVFIN
dâhtes	VVFIN
dâhtet	VVFIN
dâr	PAVD;PAVAP;PTKVZ;AVD;KO*
dâre	AVD
dâse	NA
dæhte	VVFIN
dæhten	VVFIN
dê	DDART;PTK;DDS;DRELS
dê+	DRELS
dêch	VVFIN
dî	PPER
dî wîle daz	KOUS
dîadêm	NA
dîamande	NA
dîamant	NA
dîaspere	NA
dîhen	VVFIN
dîhent	VVFIN
dîhet	VVFIN
dîn	PPER;DPOSA;DPOSD;PRF;DPOSN;DPOSS
dîne	DPOSA;DPOSS;DPOSN
dînem	DPOSN;DPOSA
dîneme	DPOSA;DPOSS;DPOSN
dînen	DPOSA;DPOSS;DPOSN
dînenthalben	AVD
dîner	PPER;DPOSA;DPOSS;DPOSN
dînere	PPER;DPOSA;DPOSS;DPOSN
dînes	PPER;DPOSA;PRF;DPOSS;DPOSN
dînez	DPOSA;DPOSN
dîniu	DPOSN;DPOSA
dîâcones	NA
dîâken	NA
dîâkene	NA
dîâkenen	NA
dô	KOUS;PAVD;AVD;AVD-KO*
dôn	NA
dône	NA
dônes	NA
dôz	NA;VVFIN
dôze	NA
dôzeten	VVFIN
dörfer	NA
dörferen	NA
dörfern	NA
dörfte	VMFIN
dörftet	VMFIN
dörperheit	NA
dörpericheit	NA
dörperîe	NA
döuwe	VVFIN
döuwen	NA;VVINF
döuwent	VVFIN
döuwest	VVFIN
döuwet	VVFIN
döuwete	VVFIN
dû	AVD;PPER
dû,,	PPER
dûhte	VVFIN
dûhten	VVFIN
dûhtest	VVFIN
dûme	NA
dûmellen	NA
dûmen	NA
dûre	NA;AVD
dûren	VVINF
dûret	VVFIN
dûrte	VVFIN
dûtte	VVFIN
dünete	VVFIN
düneten	VVFIN
dünne	ADJD;ADJA
dünnem	ADJA
dünnen	ADJA;VVINF
dünnez	ADJA
dünsel	NA
dürfe	VMFIN
dürfen	VMFIN
dürfet	VMFIN
dürfte	NA
dürften	NA
dürftic	--;ADJD
dürftige	ADJD;ADJA
dürftigen	ADJA
dürftigest	ADJD
dürftiginne	NA
dürkel	ADJD;ADJA
dürkelen	ADJA
dürkeln	ADJA
dürnîn	ADJD;ADJA
dürnîne	ADJA
dürnînen	ADJA
dürnîner	ADJA
dürre	ADJA;ADJN;NA;ADJD
dürrem	ADJA
dürreme	ADJA
dürren	NA;ADJD;ADJA
dürrene	NA
dürrer	ADJA
dürres	ADJA
dürrez	ADJA
dürricheit	NA
dürriu	ADJN;ADJA
dürste	VVFIN
dürsten	NA;VVFIN;VVINF
dürstent	VVFIN
dürstente	VVPS;ADJA
dürstenten	ADJS
dürstet	VVFIN
dürstete	VVFIN
e	NA;FM
ea	DIA;FM
eadem	DIA
eam	FM
eamus	VVFIN;FM
earum	DIA;FM
eas	FM
ebbete	NA
ebbeten	NA
ebech	NA
ebeche	ADJA
ebehöuwe	NA
eben	ADJA;AVD;ADJD
ebenalt	ADJD;ADJN
ebenbarmede	NA
ebenbilede	NA
ebendolent	VVFIN
ebendolest	VVFIN
ebendolet	VVFIN
ebendoletest	VVFIN
ebendolunge	NA
ebene	VVIMP;AVD;NA;ADJD
ebenen	ADJA;VVINF;VVFIN
ebener	ADJA
ebenerbe	NA
ebenes	ADJA
ebeneste	AVD
ebeneten	VVFIN
ebengelich	ADJA
ebengelîch	ADJD
ebengelîche	ADJA;AVD
ebengelîchen	VVINF;VVFIN
ebengemâzet	VVPP
ebengeraden	ADJA
ebengewaltic	ADJD
ebengewaltiger	ADJD;ADJA
ebengewizzede	NA
ebengrôz	ADJD
ebengrôze	ADJD
ebenguot	ADJD
ebenheilic	ADJD
ebenheit	NA
ebenheite	NA
ebenhelle	NA
ebenhellede	NA
ebenhellen	ADJA
ebenhellicheit	NA
ebenhelliger	ADJA
ebenhellunge	NA
ebenhiuze	NA
ebenhoehe	NA
ebenhêr	ADJD
ebenhêre	NA;ADJD
ebenhêrer	ADJA
ebenjunger	ADJD
ebenkrist	NA
ebenkriste	NA
ebenkristen	NA;ADJA
ebenkristene	NA;ADJA
ebenkristenen	NA;ADJA
ebenkristenes	NA
ebenkristes	NA
ebenlanc	ADJD
ebenlûte	NA
ebenlûtigem	ADJN
ebenmagenkrefte	NA
ebenmehtic	ADJA
ebenmendent	VVFIN
ebenmennische	NA
ebenmennischen	NA
ebenmenschen	NA
ebenmâze	NA;ADJD;VVFIN
ebenmâzen	VVFIN;VVINF
ebenmâzete	VVFIN
ebenmæzen	ADJA
ebennaht	NA
ebennahte	NA
ebenrîche	ADJD;AVD
ebenschalc	NA
ebenschalke	NA
ebenselpgegenwertigen	ADJD
ebenselpgelîche	NA
ebenselpwesende	NA
ebenselpwesenden	ADJD
ebenselpêwigen	ADJA
ebensezze	NA
ebensippicheit	NA
ebensleht	ADJD
ebensnelle	ADJN
ebensâze	NA
ebenteil	NA
ebentiur	ADJN
ebentiure	NA
ebentrehtic	ADJD
ebenunge	NA
ebenwahsen	ADJA
ebenwesende	ADJA
ebenwâge	NA
ebenære	NA
ebenêwic	ADJD
ebenêwicheit	NA
ebenêwiclîche	AVD
ebenêwige	ADJA
ebenêwiger	ADJD;ADJA
eber	NA
ebere	NA
eberes	NA
eberhart	NE
eberlîn	NA
eberswîn	NA
ebrietatis	NA
ebênus	NA
ecce	ITJ;FM
ecclesia	NA;FM
ecclesiae	NA;FM
ecclesiam	NA;FM
ecclesiarum	NA
ecclesiasticam	ADJA
ecclesie	NA;FM
ecclesien	NA
ecclesiê	FM
eccleſiam.	NA
echische	ADJA
echischer	ADJA
echtent	VVFIN
echtet	VVFIN
ecke	NA
eckel	NA
ecken	NA
ecker	NA;KOKOM;AVD
eckerich	NE
eckers	AVD
eckert	AVD
eckesen	NA
edel	ADJN;ADJA;AVD;NA;ADJD
edele	ADJA;ADJN;AVD;NA;ADJD
edelem	ADJN;ADJA
edeleme	ADJA
edelen	ADJA;ADJN;NA
edeler	ADJD;ADJA
edeles	ADJA
edelez	ADJA
edelheit	NA
edelherre	NA
edelicheit	NA
edelicheite	NA
edeliger	ADJD
edelinc	NA
edelinge	NA
edeliu	ADJA
edelkeit	NA
edelkint	NA
edellich	ADJD
edellicher	ADJD
edellîche	AVD
edellîchen	ADJA
edellîcher	AVD
edelm	ADJA
edelman	NA
edelmanne	NA
edelmannes	NA
edelme	ADJA
edeln	ADJA
edelr	ADJA
edelre	ADJD;ADJA
edelste	ADJA
edelsten	ADJA
edelt	VVFIN
edelz	ADJA
eder	KON
edicta	NA
edictum	NA;FM
edificabis	FM
edificabo	FM
edificavit	VVFIN
educentem	FM
educes	FM
educet	FM
edunt	FM
effede	NA
efficiar	VVFIN
efficiatur	VVFIN
effodiunt	FM
effusione	NA
efranis	FM
efte	VVFIN
ege	NA
egebær	ADJN
egebære	ADJD;ADJN
egebærlîche	ADJA
egedehse	NA
egedehsen	NA
egel	NA
egelen	NA
egelich	ADJD;ADJA
egenos	ADJA
egesbæric	ADJA
egesede	NA
egeselîch	ADJN
egesen	NA
egeslich	ADJD;ADJA
egeslîche	ADJA;AVD;NA;ADJD
egeslîchem	ADJA
egeslîchen	ADJA;AVD
egeslîchez	ADJA
egeslîchiu	ADJD
egesôde	NA
egesôte	NA
egge	NA
eggen	NA;VVFIN
eggestein	NA
eggesteine	NA
egiptiacam	ADJN
egipto	NE
egiptus	NE
ego	DIA;FM
egredietur	FM
egressa	FM
egressus	FM
egypti	FM
eher	NA
ehere	NA
eheren	NA
ehern	NA
ehse	NA
eht	KOKOM;KO*;AVD
ehte	NA;CARDA
ehten	NA;VVINF
ehteswaz	DIA
ei	ITJ;NA;DIA;FM
eich	NA
eiche	NA
eichelen	NA
eichen	VVINF
eichene	VVFIN
eichînem	ADJA
eichürnîn	ADJD
eide	NA
eidem	NA
eideme	NA
eidemes	NA
eiden	NA
eides	NA
eidete	VVFIN
eie	NA;ITJ
eiecerunt	VVFIN
eiectis	FM
eier	NA
eiere	NA
eiermarkete	NA
eiern	NA
eierne	NA
eiernen	NA
eierschal	NA
eierschaln	NA
eierteic	NA
eierteige	NA
eiertotern	NA
eiervel	NA
eies	NA;ITJ
eige	VAFIN
eigen	ADJA;VAFIN;ADJN;NA;ADJD
eigene	ADJA;NA;VVFIN
eigenem	ADJA
eigeneme	ADJA
eigenen	ADJN;ADJA;NA;VVFIN
eigenende	NA
eigener	ADJA
eigenere	ADJA
eigenes	NA;ADJA
eigeneten	VVFIN
eigenez	ADJA
eigenguot	NA
eigenguote	NA
eigenguotes	NA
eigenholden	ADJA
eigeniu	ADJA
eigenkneht	NA
eigenlich	ADJD
eigenliche	AVD
eigenliches	ADJN
eigenliute	NA
eigenlîche	ADJD;AVD
eigenlîchem	ADJA
eigenlîchen	AVD
eigenlîcher	ADJA;AVD
eigenlîches	ADJA
eigenman	NA
eigennutz	NA
eigennutzes	NA
eigenschaf	NA
eigenschaffe	NA
eigenschaft	NA
eigenschaften	NA
eigenschalc	NA
eigenschefte	NA
eigentuomes	NA
eigenunge	NA
eigenwille	NA
eigenwillicheit	NA
eigenwîp	NA
eiiciens	FM
eilas	ITJ
eilfte	ADJA
eimkrût	NA
ein	AVD;CARDA;DIS;CARDD;DIART;CARDS;CARDN;DIA
ein#ander	DIA
einander	DIA;DIS
einandere	DIA;DIS;DID
einanderen	DIA
einanderiu	DIA
einandern	DIA;DIS
einber	NA
einbere	NA
einbern	NA
einbers	NA
einboren	ADJN;ADJA
einborene	ADJA
einborenen	ADJA
einborener	ADJA
eine	AVD;CARDA;ADJD;DIS;CARDD;ADJN;DIART;ADJA;CARDS;CARDN;DIA
einehalp	AVD
einem	CARDA;DIS;CARDD;DIART;CARDS;CARDN;DIA
eineme	CARDA;DIN;DIS;DIART;CARDS;CARDN;DIA
